Customer_ID,Income,Credit_Score,Credit_Utilization,Missed_Payments,Delinquent_Account,Loan_Balance,Debt_to_Income_Ratio,Risk_Tier
CUST0064,109074.0,739.0,0.265102023501372,3,0,54247.0,0.311950252126468,Good
CUST0065,43251.0,773.0,0.192709651901954,2,0,86488.0,0.282667884574945,Excellent
CUST0066,117634.0,815.0,0.261870285564259,0,0,95267.0,0.360730736336004,Excellent
CUST0067,108468.0,612.0,0.512005801150402,1,0,99005.0,0.278358882500741,Fair
CUST0068,172164.0,600.0,0.17783110888765,0,0,7468.0,0.485256472877504,Fair
CUST0069,108842.0,796.0,0.389854595182272,4,0,85026.0,0.413098347313521,Excellent
CUST0070,81617.0,822.0,0.662638881370579,6,0,24917.0,0.375027814419951,Excellent
CUST0071,196415.0,797.0,0.589802192683787,6,1,77348.0,0.313141934404135,Excellent
CUST0072,159572.0,371.0,0.393898475412368,3,0,16310.0,0.259252282858513,Poor
CUST0073,136465.0,567.0,0.837938082671744,5,0,95303.0,0.370132500456776,Poor
CUST0074,36447.0,448.0,0.878607282782332,3,0,13355.0,0.187290254815304,Poor
CUST0075,159188.0,835.0,0.505224486307945,5,0,96507.0,0.453436353344102,Excellent
CUST0076,181267.0,542.0,0.05,6,0,24851.0,0.282236329461462,Poor
CUST0077,108842.0,611.0,0.677289639403251,6,0,23908.0,0.330510673324072,Fair
CUST0078,59425.0,577.0,0.05,0,0,65548.0,0.209039892380671,Poor
CUST0079,97844.0,728.0,0.795229222144013,2,0,82909.0,0.372298626311922,Good
CUST0080,115235.0,427.0,0.716716980148459,1,0,31454.0,0.254625838716167,Poor
CUST0081,189358.0,824.0,0.854842500827604,3,0,4617.0,0.364922879030509,Excellent
CUST0082,88847.0,686.0,0.552053111673545,4,0,92329.0,0.375739346897738,Good
CUST0083,172504.0,835.0,0.427722846563632,5,0,28298.0,0.235236788641145,Excellent
CUST0084,115235.0,820.0,0.409979773261955,4,0,10942.0,0.1876470879086,Excellent
CUST0085,186230.0,336.0,0.39074796579382,2,0,51440.0,0.453189991654454,Poor
CUST0086,80215.0,572.0,0.69621373073494,5,0,12707.0,0.280770096597091,Poor
CUST0087,141131.0,601.0,0.642454297901175,3,1,92865.0,0.322484881604563,Fair
CUST0088,188416.0,680.0,0.524045126686842,0,0,35598.0,0.348546452464674,Good
CUST0089,129585.0,458.0,0.355563738414605,4,0,51431.0,0.174629987010177,Poor
CUST0090,127856.0,361.0,1.02584252626005,2,0,2200.0,0.346266613681988,Poor
CUST0091,90353.0,664.0,0.682474922792573,3,0,20525.0,0.309912653615463,Fair
CUST0092,18709.0,444.0,0.180457616045318,6,0,44437.0,0.23564693022956,Poor
CUST0093,90353.0,372.0,0.396748796812574,6,0,59192.0,0.184346401516227,Poor
CUST0094,116570.0,439.0,0.686355219481741,3,0,17401.0,0.360588554795727,Poor
CUST0095,35056.0,648.0,0.340092215753463,3,0,67236.0,0.412771200819487,Fair
CUST0096,90353.0,306.0,0.570309591765177,3,0,11251.0,0.31785905173928,Poor
CUST0097,121357.0,742.0,0.690159260067229,5,0,8110.0,0.156553465815031,Excellent
CUST0098,152326.0,383.0,0.05,3,0,10778.0,0.194266718282526,Poor
CUST0099,189197.0,639.0,0.478392460042149,4,1,50183.0,0.256787629067594,Fair
CUST0100,54298.0,495.0,0.486241830713024,2,0,13355.0,0.456461974116075,Poor
CUST0101,106007.0,820.0,0.417585508863242,5,0,11061.0,0.275324933790112,Excellent
CUST0102,155734.0,563.0,0.560339026989208,3,0,79354.0,0.25314310772018,Poor
CUST0103,163216.0,429.0,0.631503921499174,1,1,0.0,0.132651520032388,Poor
CUST0104,107658.0,679.0,0.528410188864921,1,0,60628.0,0.234331520988988,Good
CUST0105,178165.0,383.0,0.425234521190113,2,0,0.0,0.176706364600916,Poor
CUST0106,99076.0,340.0,0.626524259956853,6,0,30443.0,0.199682016907719,Poor
CUST0107,117023.0,339.0,0.509810681854871,0,0,42556.0,0.311995068015874,Poor
CUST0108,127816.0,820.0,0.453859917360904,0,0,94000.0,0.259883579438882,Excellent
CUST0109,19748.0,354.0,0.237544122932216,6,0,29584.0,0.469949445267134,Poor
CUST0110,170026.0,523.0,0.187469042946784,5,0,64950.0,0.407800337270747,Poor
CUST0111,43732.0,474.0,0.233754041457185,5,0,76774.0,0.239111606218966,Poor
CUST0112,16015.0,332.0,0.555665812244043,5,0,8828.0,0.208318215825948,Poor
CUST0113,153311.0,475.0,0.484184250478729,0,1,692.0,0.438264193566419,Poor
CUST0114,108842.0,725.0,0.203943180358507,1,0,77743.0,0.466004248948348,Good
CUST0115,138961.0,826.0,0.629183565158762,0,0,32588.0,0.1,Excellent
CUST0116,121884.0,586.0,0.774861902635819,4,0,0.0,0.30928576239717,Fair
CUST0117,19835.0,629.0,0.380301276656732,3,1,55980.0,0.274812169210327,Fair
CUST0118,84724.0,655.0,0.151803628526325,5,0,22510.0,0.364912014005993,Fair
CUST0119,125448.0,644.0,0.358174723019617,1,1,82909.0,0.49426681241615,Fair
CUST0120,134156.0,584.0,0.670892125358938,2,0,30509.0,0.25159429806722,Fair
CUST0121,190333.0,526.0,0.609705971706954,2,0,0.0,0.1,Poor
CUST0122,125226.0,354.0,0.315513462797704,3,0,35598.0,0.357900770014926,Poor
CUST0123,80953.0,623.0,0.804234427552948,1,1,71588.0,0.43899640686042,Fair
CUST0124,129692.0,522.0,0.769656013185279,0,0,36955.0,0.269624021848022,Poor
CUST0125,199402.0,427.0,0.353398787344671,0,1,0.0,0.229496251986033,Poor
CUST0126,90880.0,800.0,0.351341999407006,4,1,89537.0,0.25627405946223,Excellent
CUST0127,118081.0,623.0,0.381434412524102,4,0,16034.0,0.385020536713123,Fair
CUST0128,115497.0,693.0,0.39853344492229,0,0,89537.0,0.254553905871501,Good
CUST0129,199402.0,777.0,0.690107601585688,2,1,96507.0,0.332876030034284,Excellent
CUST0130,166836.0,781.0,0.585065812095318,5,0,76445.0,0.302780291573994,Excellent
CUST0131,187627.0,766.0,0.675415753870117,2,0,20052.0,0.292462038757723,Excellent
CUST0132,73141.0,717.0,0.63471302863734,4,0,36913.0,0.370129232675223,Good
CUST0133,180983.0,427.0,0.842905413638746,3,0,77209.0,0.25214201001358,Poor
CUST0134,168772.0,388.0,0.288122891238171,0,1,94363.0,0.256941343981772,Poor
CUST0135,16252.0,441.0,0.576071706076783,4,0,96056.0,0.379760284999975,Poor
CUST0136,118333.0,346.0,0.0652357487530604,4,0,20081.0,0.201307467583134,Poor
CUST0137,192247.0,387.0,0.236608885180628,5,0,28730.0,0.211977980917767,Poor
CUST0138,199294.0,505.0,0.48502932281303,0,0,85107.0,0.17396857086564,Poor
CUST0139,138961.0,402.0,0.583641322550907,5,1,42556.0,0.384901091327655,Poor
CUST0140,129548.0,794.0,0.479636851594086,0,0,16693.0,0.289476303191873,Excellent
CUST0141,58088.0,567.0,0.386561516237464,5,0,10951.0,0.168638485392093,Poor
CUST0142,30485.0,617.0,0.422116424501392,2,0,76861.0,0.385380856230906,Fair
CUST0143,178165.0,823.0,0.77388819528482,3,0,19977.0,0.244445783842456,Excellent
CUST0144,77292.0,414.0,0.423193564423971,3,1,60348.0,0.212832192116311,Poor
CUST0145,106314.5,694.0,0.849848324408705,0,0,3494.0,0.280432144112304,Good
CUST0146,41790.0,681.0,0.658803414708226,1,0,17913.0,0.447872360946789,Good
CUST0147,31364.0,757.0,0.591507469229646,6,0,10942.0,0.260503780350342,Excellent
CUST0148,129692.0,826.0,0.2612806179358,4,1,5539.0,0.357533886411558,Excellent
CUST0149,15404.0,588.0,0.687047632279925,4,0,91432.0,0.372708002045095,Fair
CUST0150,32955.0,302.0,0.4012458844503,0,0,19796.0,0.34432732980064,Poor
CUST0151,53513.0,328.0,0.26111204839886,5,0,95276.0,0.427107164967426,Poor
CUST0152,189197.0,524.0,0.602568722615875,1,1,6118.0,0.229288399536772,Poor
CUST0153,97986.0,326.0,0.222410787886692,2,0,34897.0,0.195666515694966,Poor
CUST0154,106314.5,718.0,0.347551707574083,5,0,39006.0,0.1937033343975,Good
CUST0155,116570.0,823.0,0.497976817706217,5,0,36342.0,0.28555315847002,Excellent
CUST0156,119185.0,711.0,0.943684284822945,0,0,44454.0,0.205295334215947,Good
CUST0157,136465.0,823.0,0.362616848841502,0,0,92381.0,0.314754091186532,Excellent
CUST0158,21801.0,805.0,0.408356696139884,4,1,95267.0,0.307698841972489,Excellent
CUST0159,15404.0,316.0,0.646469010884329,0,0,71791.0,0.401857330318604,Poor
CUST0160,54081.0,566.0,0.25234086232479,0,0,43927.0,0.329114430823604,Poor
CUST0161,74494.0,319.0,0.588561276204183,0,0,48397.0,0.258384814413855,Poor
CUST0162,89740.0,385.0,0.741185361523317,4,0,96485.0,0.341084920443268,Poor
CUST0163,116570.0,402.0,0.438581023057779,2,0,26000.0,0.196980598010205,Poor
CUST0164,117795.0,670.0,0.705230856279373,2,1,14417.0,0.296185931197568,Fair
CUST0165,97844.0,391.0,0.558289984642361,6,0,0.0,0.331940123359558,Poor
CUST0166,100999.0,457.0,0.353863607239243,6,0,50989.0,0.312931759815012,Poor
CUST0167,21970.0,328.0,0.460439062820698,0,0,85107.0,0.341506509493598,Poor
CUST0168,185883.0,604.0,0.424048532003951,6,0,13761.0,0.23559539842872,Fair
CUST0169,53513.0,339.0,0.482472348436704,4,0,26549.0,0.415203140280951,Poor
CUST0170,150230.0,766.0,0.530543579843965,2,0,5539.0,0.48221689493957,Excellent
CUST0171,38959.0,310.0,0.617639986994371,5,1,67460.0,0.13973238551414,Poor
CUST0172,172504.0,677.0,0.601733649917427,2,0,98999.0,0.178440200404575,Good
CUST0173,101188.0,818.0,0.05,2,0,74403.0,0.304308300802438,Excellent
CUST0174,47217.0,383.0,0.480538362245594,4,1,31316.0,0.274344901944712,Poor
CUST0175,72458.0,407.0,0.198115617318647,6,0,37445.0,0.489641240577278,Poor
CUST0176,76476.0,788.0,0.444854549506534,5,0,69963.0,0.321978432342446,Excellent
CUST0177,159356.0,339.0,0.475242082437816,4,0,68636.0,0.439254525372595,Poor
CUST0178,165580.0,447.0,0.695229671616941,0,0,0.0,0.1,Poor
CUST0179,108610.0,446.0,0.49397690657998,3,0,11061.0,0.381416948333235,Poor
CUST0180,182280.0,467.0,0.551843603668652,2,0,74433.0,0.228448318074167,Poor
CUST0181,127816.0,638.0,0.658611276131485,3,0,50183.0,0.226845743038034,Fair
CUST0182,149415.0,605.0,0.74555045196386,4,0,30549.0,0.275164197358787,Fair
CUST0183,120616.0,469.0,0.475397215328617,4,0,69666.0,0.15754163602689,Poor
CUST0184,199943.0,429.0,0.518835888336081,4,0,10951.0,0.344278552532185,Poor
CUST0185,178551.0,811.0,0.50200466044845,3,0,47721.0,0.319071496671679,Excellent
CUST0186,68932.0,792.0,0.391480207113784,4,0,84521.0,0.326619224818727,Excellent
CUST0187,23702.0,401.0,0.346176955311522,0,0,31198.0,0.38870310221329,Poor
CUST0188,108842.0,826.0,0.05,4,1,7796.0,0.451478204619415,Excellent
CUST0189,67528.0,526.0,0.284667813095134,1,0,64950.0,0.263628895091245,Poor
CUST0190,162851.0,523.0,0.144273833358039,6,0,44437.0,0.347735063973647,Poor
CUST0191,183513.0,800.0,0.75103969689065,3,1,49016.0,0.329298820833497,Excellent
CUST0192,42192.0,301.0,0.537683201659485,1,0,0.0,0.337761450632894,Poor
CUST0193,32019.0,475.0,0.474812205410633,4,0,22835.0,0.339259766446598,Poor
CUST0194,67638.0,612.0,0.356502962783783,0,0,34897.0,0.459050334456483,Fair
CUST0195,198401.0,820.0,0.505955852646924,2,1,42556.0,0.25403231315107,Excellent
CUST0196,153429.0,836.0,0.330404024468933,5,0,0.0,0.147426409679631,Excellent
CUST0197,141020.0,670.0,0.53480371132412,6,0,39259.0,0.230212623138411,Fair
CUST0198,59238.0,847.0,0.54914679658427,5,1,22835.0,0.37572669335354,Excellent
CUST0199,88847.0,751.0,0.327723259528651,4,0,72809.0,0.302332950864717,Excellent
CUST0200,69098.0,648.0,0.323907607035518,6,0,85014.0,0.2532400659505,Fair
CUST0201,62295.0,383.0,0.692439870919023,6,0,49016.0,0.192350273159035,Poor
CUST0202,164143.0,310.0,0.489428009141739,0,0,95376.0,0.322128612173053,Poor
CUST0203,143778.0,352.0,0.343795914147021,6,0,10778.0,0.36445062752738,Poor
CUST0204,154487.0,725.0,0.425898739662096,3,0,95930.0,0.330587205509602,Good
CUST0205,107658.0,836.0,0.297881182658678,1,0,27697.0,0.274666966884505,Excellent
CUST0206,166456.0,522.0,0.486563283867616,1,1,33772.0,0.314664128429746,Poor
CUST0207,36447.0,610.0,0.666325661532893,1,0,42637.0,0.314084296655741,Fair
CUST0208,165159.0,679.0,0.494465866481147,3,0,3081.0,0.318969693121766,Good
CUST0209,107794.5,709.0,0.972726688735077,5,0,0.0,0.181569504898087,Good
CUST0210,40934.0,566.0,0.5842719136098,0,0,8828.0,0.319732635061487,Poor
CUST0211,58088.0,701.0,0.545990889568442,6,0,1217.0,0.25594035315338,Good
CUST0212,149415.0,618.0,0.318339573806838,3,0,83604.0,0.404061860600975,Fair
CUST0213,84836.0,776.0,0.452293310631466,1,0,82909.0,0.313291864175027,Excellent
CUST0214,97986.0,792.0,0.344197231393261,4,0,13761.0,0.383547922182289,Excellent
CUST0215,166836.0,600.0,0.0668709543191752,2,0,47695.0,0.269821861295024,Fair
CUST0216,191517.0,781.0,0.694852444425761,6,0,11564.0,0.273428616238854,Excellent
CUST0217,38289.0,682.0,0.397709888889953,3,0,43870.0,0.449425124625633,Good
CUST0218,115497.0,617.0,0.347919985133338,3,0,92149.0,0.34363351884155,Fair
CUST0219,72108.0,339.0,0.542114006791693,0,0,23748.0,0.228548546759426,Poor
CUST0220,54298.0,836.0,0.602499910444303,0,0,15424.0,0.389697443862047,Excellent
CUST0221,187312.0,825.0,0.435845033418744,3,0,21613.0,0.246669526657212,Excellent
CUST0222,146456.0,768.0,0.499479666478196,1,1,41743.0,0.322569813781152,Excellent
CUST0223,52131.0,565.0,0.64923748146288,2,0,24851.0,0.48366746308594,Poor
CUST0224,88963.0,572.0,0.42796128107801,6,0,41958.0,0.156871761236194,Poor
CUST0225,106314.5,535.0,0.560466748352666,0,0,98062.0,0.282421807823346,Poor
CUST0226,180983.0,776.0,0.168151076322169,6,0,14756.0,0.340827164090203,Excellent
CUST0227,20569.0,823.0,0.25173620031445,1,0,11061.0,0.376469833466467,Excellent
CUST0228,150683.0,820.0,0.62110795561608,6,0,11308.0,0.175876609263912,Excellent
CUST0229,107794.5,753.0,0.24128827216654,4,0,62010.0,0.146420973142498,Excellent
CUST0230,191615.0,659.0,0.546827509422659,0,1,73327.0,0.409074935199042,Fair
CUST0231,165580.0,629.0,0.470600243560585,1,0,96167.0,0.227958514319616,Fair
CUST0232,70284.0,696.0,0.427106547495954,1,1,2882.0,0.223771749200268,Good
CUST0233,127816.0,781.0,0.334307446206454,2,0,32588.0,0.455024967277216,Excellent
CUST0234,85390.0,617.0,0.681868003621075,2,0,11061.0,0.306970231473182,Fair
CUST0235,74101.0,561.0,0.845978230903967,4,0,42715.0,0.307623822768157,Poor
CUST0236,127816.0,345.0,0.560038432520038,1,0,2926.0,0.282020055484846,Poor
CUST0237,178273.0,363.0,0.564498143134563,5,0,98999.0,0.177601793325683,Poor
CUST0238,61540.0,731.0,0.363533874028501,1,1,75777.0,0.367569694939438,Good
CUST0239,170576.0,729.0,0.260780553635124,2,0,29561.0,0.340945052192562,Good
CUST0240,191615.0,332.0,0.492052219038765,5,0,44439.0,0.316869132533943,Poor
CUST0241,138961.0,563.0,0.305250070408384,0,0,33772.0,0.288367696072374,Poor
CUST0242,114657.0,522.0,0.145477974336835,0,0,31481.0,0.270768035066171,Poor
CUST0243,76813.0,749.0,0.660689162473116,6,0,29584.0,0.391248338954741,Excellent
CUST0244,48307.0,319.0,0.670433357650366,3,0,0.0,0.28587069367939,Poor
CUST0245,193677.0,380.0,0.328232245409381,2,0,83604.0,0.293593896146611,Poor
CUST0246,186334.0,521.0,0.548792864255848,3,0,20052.0,0.352989315488377,Poor
CUST0247,74163.0,623.0,0.700390453558353,5,0,15424.0,0.320796093068038,Fair
CUST0248,102235.0,412.0,0.541005337412375,2,1,26649.0,0.464227605754043,Poor
CUST0249,27763.0,655.0,0.261369070780253,4,0,52425.0,0.123863322252669,Fair
CUST0250,39285.0,818.0,0.45342131735258,1,0,99620.0,0.329990743836726,Excellent
CUST0251,66991.0,337.0,0.765361884008398,4,0,23431.0,0.229439421952783,Poor
CUST0252,185883.0,663.0,0.549405328721022,5,1,95074.0,0.205791346524507,Fair
CUST0253,119185.0,635.0,0.607826420636561,2,0,31674.0,0.254293579395565,Fair
CUST0254,98042.0,847.0,0.568325843873822,5,1,90739.0,0.305467940848176,Excellent
CUST0255,116042.0,544.0,0.328897728404349,1,0,30509.0,0.30990690759234,Poor
CUST0256,95219.0,535.0,0.375830956143471,0,0,41594.0,0.14826937843215,Poor
CUST0257,155734.0,524.0,0.567773031410348,0,0,3142.0,0.245891617032218,Poor
CUST0258,116042.0,608.0,0.663374356004081,5,1,63443.0,0.328122155147645,Fair
CUST0259,109456.0,354.0,0.719980990183576,3,0,8526.0,0.212306954921634,Poor
CUST0260,70284.0,405.0,0.328378891046361,2,0,10778.0,0.188521609528348,Poor
CUST0261,61540.0,777.0,0.586624106935438,2,0,15171.0,0.1,Excellent
CUST0262,93752.0,350.0,0.737408822343795,0,0,11942.0,0.233680655162464,Poor
CUST0263,42350.0,341.0,0.302583645942395,6,0,83022.0,0.185037080104918,Poor
CUST0264,97750.0,414.0,0.797349427159954,4,0,72332.0,0.201606711688994,Poor
CUST0265,142016.0,445.0,0.827788165468837,6,1,65548.0,0.272817969672034,Poor
CUST0266,16062.0,584.0,1.02501726792433,1,0,92285.0,0.24001711234571,Fair
CUST0267,75692.0,534.0,0.546186688165998,4,0,48397.0,0.183376210614069,Poor
CUST0268,158087.0,669.0,0.547284935252489,4,0,68998.0,0.1,Fair
CUST0269,53765.0,736.0,0.665398877823463,5,0,52413.0,0.330231130514764,Good
CUST0270,198062.0,766.0,0.659560534609883,0,0,50989.0,0.375282721380847,Excellent
CUST0271,38049.0,648.0,0.725273372199121,6,0,44016.0,0.260325502100562,Fair
CUST0272,166222.0,762.0,0.65680663609302,6,0,29416.0,0.273422430354572,Excellent
CUST0273,106314.5,423.0,0.478787618192392,0,1,0.0,0.300281051568612,Poor
CUST0274,193031.0,670.0,0.7443994241947,6,1,80150.0,0.457878357661225,Fair
CUST0275,189358.0,823.0,0.285749170061454,0,0,2687.0,0.143229220617422,Excellent
CUST0276,101188.0,694.0,0.501170467345075,5,1,23685.0,0.258551027412743,Good
CUST0277,106314.5,421.0,0.812747123209959,3,0,77719.0,0.127802703586728,Poor
CUST0278,54749.0,407.0,0.249950700375936,4,0,44439.0,0.336231845873555,Poor
CUST0279,106314.5,418.0,0.364504868600567,5,0,37905.0,0.285604160621198,Poor
CUST0280,65990.0,622.0,0.634349458215458,2,0,99005.0,0.320299211293607,Fair
CUST0281,42350.0,825.0,0.57878239464723,1,0,46813.0,0.315312256259107,Excellent
CUST0282,42350.0,823.0,0.324994918468751,3,1,0.0,0.399070825370351,Excellent
CUST0283,116570.0,452.0,0.416761199453971,2,0,50989.0,0.353813296456846,Poor
CUST0284,159572.0,724.0,0.263843587469932,4,1,74433.0,0.383050795766008,Good
CUST0285,116570.0,739.0,0.696096999904114,6,0,52331.0,0.193446531010305,Good
CUST0286,190333.0,700.0,0.448823728465893,0,0,41958.0,0.419317086497514,Good
CUST0287,32955.0,482.0,0.858431182152126,4,1,45089.0,0.2277637260511,Poor
CUST0288,141131.0,385.0,0.516220048808004,5,0,63375.0,0.233513045737601,Poor
CUST0289,68682.0,579.0,0.456051939319424,1,0,86965.0,0.327084257735299,Poor
CUST0290,16062.0,658.0,0.43663564774164,5,0,67673.0,0.330191826304927,Fair
CUST0291,116570.0,836.0,0.451160032961514,3,0,70406.0,0.192814319776752,Excellent
CUST0292,155734.0,315.0,0.52216421902676,3,0,84521.0,0.28267207082261,Poor
CUST0293,38061.0,316.0,1.00248151531566,1,0,95267.0,0.448823531686947,Poor
CUST0294,108842.0,436.0,0.432228065980128,2,0,45595.0,0.15316634384659,Poor
CUST0295,43251.0,515.0,0.438729307845738,2,1,52331.0,0.448521924101272,Poor
CUST0296,90353.0,658.0,0.513118769136635,3,0,82714.0,0.275830154858351,Fair
CUST0297,81234.0,310.0,0.718054901268852,3,0,79552.0,0.1,Poor
CUST0298,19835.0,793.0,0.215803087785444,6,0,41653.0,0.163326826651709,Excellent
CUST0299,108468.0,673.0,0.591018547381929,0,1,89660.0,0.20365224622648,Good
CUST0300,116570.0,321.0,0.336514964795767,6,0,62342.0,0.237607069921725,Poor
CUST0301,159188.0,415.0,0.610654537790189,6,0,52259.0,0.289528674137466,Poor
CUST0302,70479.0,834.0,0.401248011527908,2,0,82789.0,0.1,Excellent
CUST0303,119573.0,700.0,0.05,1,0,52217.0,0.318680439247765,Good
CUST0304,81234.0,584.0,0.573915520537497,2,0,9859.0,0.194490949167511,Fair
CUST0305,149415.0,591.0,0.572228954069373,0,0,52217.0,0.439052257160105,Fair
CUST0306,136465.0,595.0,0.384183938304114,5,0,75316.0,0.272982327925602,Fair
CUST0307,53494.0,591.0,0.372331227971399,3,0,12176.0,0.394284617173272,Fair
CUST0308,108468.0,307.0,0.237725454982469,3,0,71588.0,0.411034897991429,Poor
CUST0309,70479.0,385.0,0.654619988307774,0,1,99005.0,0.408327324346621,Poor
CUST0310,90697.0,682.0,0.676443156493361,6,1,46720.0,0.243359325703751,Good
CUST0311,19835.0,374.0,0.324189822964822,1,0,82909.0,0.242079984227867,Poor
CUST0312,176426.0,320.0,0.392013108092229,3,1,31674.0,0.277502670071168,Poor
CUST0313,194208.0,321.0,0.487342175772207,4,0,62253.0,0.363623737537892,Poor
CUST0314,181267.0,494.0,0.954173056207109,6,0,15938.0,0.248930473024583,Poor
CUST0315,77292.0,316.0,0.609024349517786,3,0,612.0,0.288073752640975,Poor
